version,msg_type,device_id,seq_num,timestamp_sent,flags,checksum,temp_C,humidity_%,arrival_time
1,0,0,0,1766639920,0,29389,,,1766639920.6744642
1,1,0,1,1766639921,0,27967,20.1,45.3,1766639921.1749332
1,1,0,2,1766639922,0,27460,19.8,45.1,1766639922.1758895
1,1,0,3,1766639923,0,26945,19.8,45.4,1766639923.1763694
1,1,0,4,1766639924,0,26433,19.6,45.6,1766639924.176625
1,1,0,5,1766639925,0,25925,19.4,45.4,1766639925.1772342
1,1,0,6,1766639926,0,25410,19.6,45.5,1766639926.177326
1,2,0,0,1766639926,0,27341,,,1766639926.1774495
1,1,0,7,1766639927,0,24898,19.4,45.7,1766639927.1777964
1,1,0,8,1766639928,0,24385,19.2,46.0,1766639928.1779828
1,1,0,9,1766639929,0,23875,19.0,46.0,1766639929.178178
1,1,0,10,1766639930,0,23365,18.9,45.9,1766639930.1786463
1,1,0,11,1766639931,0,22851,18.8,46.2,1766639931.1789181
1,2,0,0,1766639931,0,26061,,,1766639931.1789446
1,1,0,13,1766639933,0,21826,19.1,46.0,1766639933.1796584
1,1,0,14,1766639934,0,21315,18.9,46.1,1766639934.1801627
1,1,0,15,1766639935,0,20805,18.9,45.9,1766639935.1807828
1,1,0,16,1766639936,0,20290,19.2,45.9,1766639936.1813798
1,2,0,0,1766639936,0,24781,,,1766639936.1813943
1,1,0,17,1766639937,0,19780,19.1,45.8,1766639937.182138
1,1,0,18,1766639938,0,19263,19.4,46.0,1766639938.1823785
1,1,0,19,1766639939,2,18749,19.7,45.7,1766639939.1833477
1,1,0,20,1766639940,0,18235,19.8,46.0,1766639940.1846287
1,1,0,21,1766639941,0,17725,19.5,46.1,1766639941.1852012
1,1,0,22,1766639942,0,17213,19.5,46.1,1766639942.9311602
1,1,0,24,1766639944,0,16198,18.9,45.8,1766639944.9322615
1,1,0,25,1766639945,0,15683,19.2,45.8,1766639945.932891
1,1,0,26,1766639946,0,15172,19.1,45.8,1766639946.9338305
1,2,0,0,1766639946,0,22221,,,1766639946.933955
1,1,0,27,1766639947,2,14658,19.4,45.5,1766639947.9347322
1,1,0,28,1766639948,0,14145,19.5,45.7,1766639948.935837
1,1,0,29,1766639949,0,13635,19.3,45.7,1766639949.9362605
1,1,0,30,1766639950,0,13124,19.4,45.5,1766639950.9372845
1,1,0,31,1766639951,0,12616,19.1,45.4,1766639951.9378629
1,2,0,0,1766639951,0,20941,,,1766639951.9380214
1,1,0,32,1766639952,0,12100,19.4,45.5,1766639952.9381907
1,1,0,33,1766639953,0,11590,19.2,45.5,1766639953.9383712
1,1,0,34,1766639954,0,11074,19.3,45.8,1766639954.9389906
1,1,0,35,1766639955,2,10554,19.6,46.1,1766639955.9400246
1,1,0,36,1766639956,0,10042,19.6,46.3,1766639956.9415183
1,2,0,0,1766639956,0,19661,,,1766639956.9419198
1,1,0,37,1766639957,0,9532,19.3,46.4,1766639957.9423363
1,1,0,38,1766639958,0,9018,19.2,46.7,1766639958.9426088
1,1,0,39,1766639959,0,8504,19.3,46.8,1766639959.9430072
1,1,0,40,1766639960,0,7994,19.4,46.5,1766639960.9437962
1,1,0,41,1766639961,0,7485,19.4,46.2,1766639961.9442172
1,2,0,0,1766639961,0,18381,,,1766639961.944243
1,1,0,42,1766639962,0,6972,19.2,46.5,1766639962.9444058
1,1,0,43,1766639963,0,6458,19.1,46.8,1766639963.9450696
1,1,0,45,1766639965,0,5428,19.6,46.9,1766639965.945897
1,1,0,46,1766639966,0,4915,19.9,46.7,1766639966.9459822
1,2,0,0,1766639966,0,17101,,,1766639966.9460418
1,1,0,47,1766639967,0,4401,20.1,46.7,1766639967.946839
1,1,0,48,1766639968,2,3881,20.4,47.0,1766639968.946798
1,1,0,49,1766639969,0,3366,20.6,47.3,1766639969.9478514
1,1,0,50,1766639970,0,2857,20.4,47.2,1766639970.9485254
1,1,0,51,1766639971,0,2345,20.2,47.4,1766639971.9487772
1,2,0,0,1766639971,0,15821,,,1766639971.9488862
1,1,0,52,1766639972,2,1831,19.9,47.7,1766639972.949109
1,1,0,53,1766639973,0,1321,19.8,47.8,1766639973.9504166
1,1,0,54,1766639974,0,812,19.6,47.7,1766639974.9506762
1,1,0,55,1766639976,0,48,19.3,47.6,1766639976.6979904
1,1,0,56,1766639977,2,65069,19.0,47.9,1766639977.6985753
1,2,0,0,1766639977,0,14285,,,1766639977.698996
1,1,0,58,1766639979,0,64052,19.0,47.4,1766639979.7001295
1,1,0,59,1766639980,0,63540,18.9,47.5,1766639980.7009902
1,1,0,60,1766639981,0,63029,19.0,47.3,1766639981.7010798
