version,msg_type,device_id,seq_num,timestamp_sent,flags,checksum,temp_C,humidity_%,arrival_time
1,0,3,0,1766639920,0,28621,,,1766639920.6719935
1,0,3,0,1766639924,0,27597,,,1766639924.6730466
1,1,3,1,1766639925,0,26183,19.7,44.9,1766639925.1737583
1,1,3,2,1766639926,0,25671,19.8,44.8,1766639926.1742535
1,1,3,3,1766639927,0,25162,19.5,44.8,1766639927.1746712
1,1,3,4,1766639928,0,24648,19.7,44.8,1766639928.1747298
1,1,3,5,1766639929,0,24135,19.5,45.1,1766639929.1752934
1,1,3,6,1766639930,0,23620,19.5,45.4,1766639930.175829
1,2,3,0,1766639930,0,25549,,,1766639930.1759732
1,1,3,7,1766639931,0,23107,19.8,45.2,1766639931.1761925
1,1,3,8,1766639932,0,22600,19.5,45.0,1766639932.1768327
1,1,3,9,1766639933,2,22092,19.2,44.7,1766639933.1772213
1,1,3,11,1766639935,0,21070,19.0,44.9,1766639935.1790526
1,2,3,0,1766639935,0,24269,,,1766639935.1792357
1,1,3,13,1766639937,0,20047,19.0,44.8,1766639937.1803901
1,1,3,14,1766639938,0,19534,19.3,44.6,1766639938.181118
1,1,3,15,1766639939,0,19019,19.6,44.6,1766639939.1816754
1,1,3,16,1766639940,0,18504,19.8,44.7,1766639940.182185
1,2,3,0,1766639940,0,22989,,,1766639940.182268
1,1,3,17,1766639941,2,17990,20.1,44.4,1766639941.1829817
1,1,3,18,1766639942,0,17481,19.9,44.5,1766639942.92968
1,1,3,19,1766639943,0,16966,20.2,44.5,1766639943.9302812
1,1,3,20,1766639944,0,16453,20.4,44.4,1766639944.9307559
1,1,3,21,1766639945,0,15940,20.5,44.4,1766639945.9314153
1,2,3,0,1766639945,0,21709,,,1766639945.9317434
1,1,3,22,1766639946,0,15423,20.7,44.7,1766639946.9323227
1,1,3,23,1766639947,0,14916,20.5,44.4,1766639947.9331634
1,1,3,24,1766639948,0,14399,20.8,44.6,1766639948.9342945
1,1,3,25,1766639949,0,13888,20.8,44.5,1766639949.9346294
1,1,3,26,1766639950,0,13378,20.6,44.5,1766639950.9357703
1,2,3,0,1766639950,0,20429,,,1766639950.9358628
1,1,3,27,1766639951,2,12870,20.3,44.2,1766639951.9356341
1,1,3,28,1766639952,0,12358,20.5,44.2,1766639952.936969
1,1,3,29,1766639953,0,11842,20.6,44.5,1766639953.9375226
1,1,3,30,1766639954,0,11330,20.5,44.6,1766639954.9378896
1,1,3,31,1766639955,0,10822,20.4,44.3,1766639955.9384236
1,2,3,0,1766639955,0,19149,,,1766639955.9388852
1,1,3,32,1766639956,0,10307,20.4,44.6,1766639956.9392202
1,1,3,33,1766639957,0,9799,20.1,44.5,1766639957.9396746
1,1,3,34,1766639958,0,9290,19.8,44.5,1766639958.940098
1,1,3,35,1766639959,0,8777,19.7,44.7,1766639959.9406521
1,1,3,36,1766639960,0,8264,19.9,44.6,1766639960.9412959
1,2,3,0,1766639960,0,17869,,,1766639960.9414072
1,1,3,37,1766639961,0,7752,20.1,44.4,1766639961.9418402
1,1,3,39,1766639963,0,6731,20.0,44.2,1766639963.9426763
1,1,3,40,1766639964,0,6220,20.1,44.0,1766639964.9429624
1,1,3,41,1766639965,0,5709,20.0,44.0,1766639965.9437048
1,2,3,0,1766639965,0,16589,,,1766639965.9438322
1,1,3,42,1766639966,0,5194,20.2,44.1,1766639966.9441895
1,1,3,43,1766639967,0,4683,20.0,44.2,1766639967.9449387
1,1,3,44,1766639968,0,4168,20.2,44.3,1766639968.9453688
1,1,3,45,1766639969,0,3653,20.5,44.3,1766639969.946229
1,1,3,46,1766639970,0,3136,20.7,44.6,1766639970.9473898
1,2,3,0,1766639970,0,15309,,,1766639970.9475772
1,1,3,47,1766639971,0,2619,20.9,44.9,1766639971.9480107
1,1,3,48,1766639972,0,2105,21.1,44.9,1766639972.9485497
1,1,3,49,1766639973,0,1597,20.8,44.8,1766639973.949094
1,1,3,50,1766639974,0,1081,21.0,45.0,1766639974.9497142
1,1,3,51,1766639976,0,313,21.2,44.8,1766639976.6966498
1,2,3,0,1766639976,0,13773,,,1766639976.6967936
1,1,3,52,1766639977,0,65338,20.9,44.9,1766639977.6972647
1,1,3,53,1766639978,0,64827,20.9,44.8,1766639978.6980383
1,1,3,54,1766639979,0,64316,20.7,44.9,1766639979.6982863
1,1,3,55,1766639980,0,63802,20.7,45.1,1766639980.6988194
1,1,3,56,1766639981,0,63289,20.9,45.0,1766639981.6993134
1,2,3,0,1766639981,0,12493,,,1766639981.6994517
